Taxon,ID Number,Rank,Trophic Mode,Guild,Confidence Ranking,Growth Form,Trait,Notes,Source/Citation
Botrytis porri,284654,Species,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Botrytis ricini,284655,Species,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Botrytis squamosa,278697,Species,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Botrytis vulgaris,242495,Species,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Brachybasidiaceae,80532,Family,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,"Biotrophic or necrotrophic on leaves of monocots, including palms, grasses, sedges, and Commelinaceae (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
Brachybasidium,17193,Genus,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Brachymyces,20088,Genus,Pathotroph,Animal Pathogen,Probable,Microfungus,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Brasiliomyces,646,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Briancoppinsia,519655,Genus,Pathotroph,Lichen Parasite,Possible,NULL,NULL,NULL,Esslinger TL. 2014. North Dakota State University [Link]
Briancoppinsia cytospora,519656,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,"Lichen parasite on parmelioid lichens, Lecanora conizaeoides, Cladonia and Pertusaria","Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Briania,11017,Genus,Pathotroph,NULL,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Briosia,7449,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Briosia ampelophaga,156534,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Briosia azaleae,284675,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Brobdingnagia,27915,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Broomeia,19043,Genus,Pathotroph,Plant Parasite,Possible,Gasteroid,NULL,"Little is know (about the ecology), but fruit bodies occur as apparent vagrants on sandy soil and seem to be associtated with living Acacia roots. A parasitic relationship has been postulated but not demostrated (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Broomeiaceae,80536,Family,Pathotroph,Plant Parasite,Possible,Gasteroid,NULL,"Little is know (about the ecology), but fruit bodies occur as apparent vagrants on sandy soil and seem to be associtated with living Acacia roots. A parasitic relationship has been postulated but not demostrated (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
Brunchorstia,7452,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Brunneosphaerella,514694,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Bryochiton,660,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Bryomyces,664,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Bryoscyphus,25788,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Bryoscyphus lichenicola,444744,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Cladonia cf. pyxidata,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Buelliella,676,Genus,Pathotroph,Lichen Parasite,Possible,NULL,NULL,NULL,Esslinger TL. 2014. North Dakota State University [Link]
Buelliella colombiana,372018,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Phlyctis andensis,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Buelliella dirinariae,437007,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Dirinaria picta,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Buelliella eximia,125759,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Pyxine cocoes,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Buelliella heppiae,567825,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Heppia arenacea,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Buelliella inops,428628,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Caloplaca,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Buelliella inquilina,410460,Species,Pathotroph,Lichen Parasite,Possible,Microfungus,NULL,NULL,Esslinger TL. 2014. North Dakota State University [Link]
Buelliella lecanorae,487897,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Lecanora,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Buelliella minimula,410461,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Pertusaria,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Buelliella nuttallii,365043,Species,Pathotroph,Lichen Parasite,Possible,Microfungus,NULL,NULL,Esslinger TL. 2014. North Dakota State University [Link]
Buelliella parmeliarum,365044,Species,Pathotroph,Lichen Parasite,Possible,Microfungus,NULL,NULL,Esslinger TL. 2014. North Dakota State University [Link]
Buelliella physciicola,310000,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Phaeophyscia and Physcia,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Buelliella poetschii,511397,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Endocarpon,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Buelliella pusilla,114793,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Brigantiaea leucoxantha,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Buelliella saxatilis,365045,Species,Pathotroph,Lichen Parasite,Possible,Microfungus,NULL,NULL,Esslinger TL. 2014. North Dakota State University [Link]
Buelliella trypethelii,365046,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Trypethelium,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Buelliella usneae,365047,Species,Pathotroph,Lichen Parasite,Possible,Microfungus,NULL,NULL,Esslinger TL. 2014. North Dakota State University [Link]
Buerenia,690,Genus,Pathotroph,Plant Pathogen,Probable,Facultative Yeast,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Bulbilla applanata,807651,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Peltigerales,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Burgella,511585,Genus,Pathotroph,Lichen Parasite,Possible,NULL,NULL,NULL,Esslinger TL. 2014. North Dakota State University [Link]
Burgella flavoparmeliae,511586,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Flavoparmelia baltimorensis,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Burgella lutea,807652,Species,Pathotroph,Lichen Parasite,Possible,Microfungus,NULL,Facultative lichenicolous over various lichens,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Burgellopsis nivea,807654,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,"Lichen parasite on sterile, crustose lichen","Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Burgoa angulosa,511584,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on various lichens,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Burrillia,16037,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Butlerelfia eustacei,118461,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Butleria,692,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Byssochlamys fulva,265519,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Byssostilbe,712,Genus,Pathotroph,Animal Parasite,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Byssostilbe stilbigera,121465,Species,Pathotroph,Fungal Parasite,Highly Probable,NULL,NULL,NULL,List compiled by John Plischke III [Link]
Caeoma,16038,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Caeruleoconidia ochrolechiae,819621,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Ochrolechia,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Caespitotheca,28940,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Caetea,563063,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Calacogloea,30278,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Calcarisporium,7465,Genus,Pathotroph,Fungal Parasite,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Caliciopsis,731,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Calidion,16040,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Callimastix,25093,Genus,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Calloriopsis,742,Genus,Pathotroph,Fungal Parasite,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Calonectria,746,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Calonectria colhounii,310093,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Calonectria crotalariae,327264,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Calonectria kyotensis,327266,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Calonectria nivalis,236641,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Calonectria pyrochroa,152990,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Calonectria quinqueseptata,327267,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Calonectria rigidiuscula,169146,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Calonectria theae,293938,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Calongeomyces gibelluloides,519340,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Cladonia and Flavoparmelia caperata,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Calopeziza,748,Genus,Pathotroph,NULL,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Calophoma,814063,Genus,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,Causes clematis wilt,"Chen C, et al. 2015. Fungal Biology 120:1291-1322 [Link]"
Caloscypha,752,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Calostilbe,758,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Calostilbella,7472,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Camarosporium pistaciae,310180,Species,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Campanulospora,29187,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Campoa,778,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Camptomyces,780,Genus,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Canasta,513357,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Canavirgella,27657,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Candida aaseri,294020,Species,Pathotroph,Animal Pathogen,Probable,Dimorphic Yeast,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]"
Candida akabanensis,456201,Species,Pathotroph,Animal Pathogen,Probable,Dimorphic Yeast,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]"
Candida albicans,256187,Species,Pathotroph,Animal Pathogen,Highly Probable,Dimorphic Yeast,NULL,For the most part commensal but can become human pathogenic; most common cause of fungal infections worldwide.,https://www.cdc.gov [Link]
Candida allociferrii,374338,Species,Pathotroph,Animal Pathogen,Probable,Dimorphic Yeast,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]"
Candida apicola,310225,Species,Pathotroph,Animal Pathogen,Probable,Dimorphic Yeast,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]"
Candida auris,508967,Species,Pathotroph,Animal Pathogen,Highly Probable,Dimorphic Yeast,NULL,Human pathogen emerging as a serious global health threat due to some strains being resistant to all three major classes of antifungal drugs (www.cdc.gov),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]; https://www.cdc.gov [Link]"
Candida blankii,327421,Species,Pathotroph,Animal Pathogen,Probable,Dimorphic Yeast,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]"
Candida boleticola,310230,Species,Pathotroph,Animal Pathogen,Probable,Dimorphic Yeast,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]"
Candida bracarensis,357201,Species,Pathotroph,Animal Pathogen,Probable,Dimorphic Yeast,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]"
Candida canberraensis,484326,Species,Pathotroph,Animal Pathogen,Probable,Dimorphic Yeast,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]"
